email_text,category,urgency
d fe f ef a e dbf db f d,request,medium
ok how many should i buy,spam,low
ef e fb e acf a ea a fe,request,medium
superb,feedback,low
awesome phone,feedback,low
ba a d be e c a,request,medium
haven t heard anything and he s not answering my texts so i m guessing he flaked that said the jb is fantastic,spam,low
wat time finish,spam,low
de d aa b fec e ba d b d,request,medium
great princess i love giving and receiving oral doggy style is my fave position how about you i enjoy making love lt gt times per night,spam,low
c c e f ad ce f,request,medium
whens your radio show,spam,low
bd fd e c f b e b b b deff,request,medium
c ae cb b ae e eac bd a f,request,medium
c be e b a ef f a b,request,medium
f abf d c b eb a fb,request,medium
you want to go,spam,low
fe fd c f ad a b b d,request,medium
a d b c cf d a,request,medium
cbe d e c b fb e b,request,medium
gud product,feedback,low
d a bfc f bf edd de d c,request,medium
x lt gt are you going to get that,spam,low
customer service announcement we recently tried to make a delivery to you but were unable to do so please call to re schedule ref,spam,low
a ebd b b a bd de,request,medium
cce f b a cf d feb,request,medium
c ed f b af a a dc aca,request,medium
dbad b bc b c b a dd d,request,medium
ded a f f ba f bf,request,medium
efa e a d bc a f bd,request,medium
d b dfa e d c a b b cc df f,request,medium
i think steyn surely get one wicket,spam,low
b bc f ace a b bf ba d,request,medium
d dfa f de fef fbe fa,request,medium
nights we nt staying at port step liao too ex,spam,low
c ad b a c ba b e a b,request,medium
nothing smsing u n xy lor sorry lor da guys neva c u in person but they sort of know u lor so u wan meet them xy ask me bring u along our next meeting,spam,low
i will take care of financial problem i will help,spam,low
east coast,spam,low
am i the only one who doesn t stalk profiles,spam,low
i ve sent my wife your text after we buy them she ll tell you what to do so just relax we should go get them this wkend,spam,low
hi baby im cruisin with my girl friend what r u up give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,spam,low
fbb ba a bb be f b a c,request,medium
d c a a da e df e acd,request,medium
alright tyler s got a minor crisis and has to be home sooner than he thought so be here asap,spam,low
awesome,feedback,low
cos i want it to be your thing,spam,low
yes see ya not on the dot,spam,low
d be e d cb eb bcb ae c,request,medium
bdc e a d bfc a ac eebd,request,medium
hmmm mayb can try e shoppin area one but forgot e name of hotel,spam,low
hi hope u get this txt journey hasnt been gd now about mins late i think,spam,low
i ll give her once i have it plus she said grinule greet you whenever we speak,spam,low
a d e b b ea aade a,request,medium
i know grumpy old people my mom was like you better not be lying then again i am always the one to play jokes,spam,low
my love i hope your not doing anything drastic don t you dare sell your pc or your phone,spam,low
reading gud habit nan bari hudgi yorge pataistha ertini kano,spam,low
f f a f f b a f e fe,request,medium
not impressive y is better,feedback,low
caaa d c c a d d da c a,request,medium
sir you will receive the account no another hr time sorry for the delay,spam,low
frnd s not juz a word not merely a relationship its a silent promise which says i will be with you wherevr whenevr forevr gudnyt dear,spam,low
de bb b a c,request,medium
e e fd add c ef f c,request,medium
fc bb fe d ba e e a,request,medium
e b c dba bf f f d cac,request,medium
what s the significance,spam,low
f e a af b a ef b f ffad,request,medium
aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz meaning same here,spam,low
great how is the office today,spam,low
e c df fc a ff,request,medium
eec b b ee b e eb d,request,medium
f d d d bf a b df e,request,medium
well i m going to be an aunty,spam,low
a e e e f de de,request,medium
i don t think he has spatula hands,spam,low
b d c d a b c c f,request,medium
bc dc e b e a b,request,medium
c d c a acf f,request,medium
give me some time to walk there,spam,low
i m leaving my house now,spam,low
ok,spam,low
c f c de a a ae be,request,medium
sorry brah just finished the last of my exams what up,spam,low
awesome,feedback,low
dd bb e c dbd fc,request,medium
anyway i don t think i can secure anything up here lemme know if you want me to drive down south and chill,spam,low
eb f be b be d a f a,request,medium
hi mom we might be back later than lt gt,spam,low
d e aa b fa e,request,medium
d ebd b c f ac dfda b,request,medium
c f df d ba a c e acdbcf,request,medium
beauty sleep can help ur pimples too,spam,low
edb d aa dd db d f ffc d fce,request,medium
e ab e d b db ef f,request,medium
f fe b ff b f ccc,request,medium
always mi best in mobile,feedback,low
ec a f abc c e,request,medium
e dd b d f ab,request,medium
ok i msg u b i leave my house,spam,low
b c d b d e e aab f d,request,medium
you have an important customer service announcement from premier call freephone now,spam,low
yes it completely in out of form clark also utter waste,spam,low
f fd f ba c acf d d f,request,medium
e b c c c c a bfa d,request,medium
da f e f e ad f c edc,request,medium
fbe f f a caf d b,request,medium
a a a b b bbb bd de bde,request,medium
ard lor,spam,low
b e a f c ecd ceb,request,medium
b fb bc d c a a b,request,medium
b f e ae f a,request,medium
e b b b c bc,request,medium
c a c e b b f f f,request,medium
ed dd e cfe b af ff e ca,request,medium
a cd c b e,request,medium
ce af c e a b cf,request,medium
b f d d f df c d b ee,request,medium
df b a d e e be d cfde fe,request,medium
be e f fd e a c f d d,request,medium
horrible u eat macs eat until u forgot abt me already rite u take so long reply i thk it s more toot than b so b prepared now wat shall i eat,spam,low
what i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want,spam,low
i m done,spam,low
da d d a b af db c,request,medium
f b f e cf b bac b e b,request,medium
f b c f df b cd db ff ecd,request,medium
ccbe da a f e a ea cdc d,request,medium
efead e a ad f cbaa,request,medium
f b dde d fac ec,request,medium
haha i think i did too,spam,low
aba c be bdb ad a fb,request,medium
f b a d b e acb f d a c,request,medium
aswasom,feedback,low
dear how is chechi did you talk to her,spam,low
e d ef d e fa b,request,medium
cd f dd edf d b ae d f,request,medium
cbd,request,medium
sac needs to carry on,spam,low
f c d aaec f dfb,request,medium
cca dc a a b a afab b,request,medium
cc f f e fa bc ed b ee,request,medium
ec c eb d a,request,medium
ceb d ae be dc bfd f,request,medium
e ca b b fa a cb e,request,medium
don know he is watching film in computer,spam,low
e a d e ce,request,medium
ff d dc bd b e fd b,request,medium
f f caec f,request,medium
a f d d f b e f f ef ca,request,medium
a d b b e d ac d c,request,medium
how tall are you princess,spam,low
ccd d c c a c eefb e,request,medium
dbe ba ab a a d dcbe,request,medium
charger not received in the box,feedback,low
guess who spent all last night phasing in and out of the fourth dimension,spam,low
f a bcbb e f,request,medium
b ea ea c f adb af c cd,request,medium
b d d a c a caffb bc,request,medium
bf ce c c ba cb b,request,medium
f c a fa,request,medium
b eafde db a a a c decd,request,medium
c ecda cf f d a d d b f,request,medium
aa e e def b a f fce,request,medium
d d e bca a f da a,request,medium
aa a f e c e bf,request,medium
c e c a bcc da fe eeece a,request,medium
ea da de c e ecd,request,medium
wif my family booking tour package,spam,low
hey i ve booked the lessons on sun liao,spam,low
c f bb d f b d e,request,medium
todays vodafone numbers ending with are selected to a receive a award if your number matches call to receive your award,spam,low
c d e bc c af eb,request,medium
ab bda f b dd bee c b b,request,medium
f b a f b aff ec e c,request,medium
were trying to find a chinese food place around here,spam,low
e e a b d efa ecb,request,medium
aight i should be there by at the latest probably closer to are jay and tyler down or should we just do two trips,spam,low
ea c d a a ef bd b f b f,request,medium
c e f fdb a fc c edcd,request,medium
sorry im getting up now feel really bad totally rejected that kinda me thing,spam,low
amazing if you rearrange these letters it gives the same meaning dormitory dirty room astronomer moon starer the eyes they see election results lies lets recount mother in law woman hitler eleven plus two twelve plus one its amazing,spam,low
cb d a d c c b e e f a,request,medium
no we put party days a week and study lightly i think we need to draw in some custom checkboxes so they know we re hardcore,spam,low
hi da how is the todays class,spam,low
ugh fuck it i m resubbing to eve,spam,low
bc c f ea fb f a bac fac c,request,medium
b c b e a a a a,request,medium
b b d e b a aa f,request,medium
teach me apps da when you come to college,spam,low
do you work all this week,spam,low
fe df f c f b daf f c,request,medium
e ded a f b bcb ccb,request,medium
b c bc aab,request,medium
ok lor anyway i thk we cant get tickets now cos like quite late already u wan go look ur frens a not darren is wif them now,spam,low
c f e ba a be feec f a,request,medium
i m aight wat s happening on your side,spam,low
afea d f ce a af fb,request,medium
c c be f b c ae,request,medium
nah wednesday when should i bring the mini cheetos bag over,spam,low
well i might not come then,spam,low
adb fac d b f ac b cf b db,request,medium
a a f f fe,request,medium
a e bb fc a a b f,request,medium
ef a edd d bd cdbc fe ea,request,medium
a b e f e adef b ae,request,medium
best line said in love i will wait till the day i can forget u or the day u realize that u cannot forget me gn,spam,low
hi ya babe x u goten bout me scammers getting smart though this is a regular vodafone no if you respond you get further prem rate msg subscription other nos used also beware,spam,low
f d c f ece d b d,request,medium
f c e b bd fe e,request,medium
d ad e bcb f,request,medium
congrats mobile g videophones r yours call now videochat wid ur mates play java games dload polyh music noline rentl bx ip we pm,spam,low
d c fb dc a e d a,request,medium
in other news after hassling me to get him weed for a week andres has no money haughaighgtujhyguj,spam,low
a a a ddc b a e efa c,request,medium
why she wants to talk to me,spam,low
